"id","viewCount","likeCount","dislikeCount","favoriteCount","commentCount"
"GS7G9TxUt50","43011","3844","107","0","1176"
"u2SB5TbsCaM","35295","503","39","0","486"
"cuGMbyHHr6o","1984","70","1","0","15"
"VK6v5e_A9AI","149909","8875","1004","0","3354"
"H1dqrO7wvTc","5971","359","14","0","85"
"8qu-UI-4maU","16533","846","29","0","261"
"wlBAeaViTQc","125064","6729","225","0","3370"
"vjXp3IdA9ZQ","4057","70","0","0","7"
"c9_2j7pqc_Q","9173","243","12","0","80"
"Gpf8TqAC8T4","54596","4353","100","0","672"
"T4-OeGi7jyU","22734","1886","39","0","184"
"BYpQF8pMdSU","38807","2770","49","0","945"
"9jCbb-sf6eA","20663","200","10","0","31"
"TIi_2SbrZ6w","141063","8842","787","0","3401"
"UB1CIcmjsvw","4912","56","2","0","21"
"vEYzPFGtu0I","44105","278","7","0","65"
"LY7NoryHAX0","119144","6130","449","0","1035"
"Ls3R55KtzT0","26419","2502","42","0","451"
"pYKRjyRV1zc","31212","1672","80","0","477"
"YbR-ETAJuHQ","229081","13713","1513","0","4620"
"EbjXBJN0c9c","37892","815","58","0","239"
"rDDwLJ5r2pM","12676","263","36","0","275"
"WJWCpQcivXU","2470","122","5","0","38"
"GwxRFyYGKrg","3362","178","3","0","68"
"58YaQQYmmpo","219639","2772","128","0","833"
"tGDE1BhwUtw","268432","13938","422","0","3552"
"tMVOs_lh7jE","5449","162","5","0","58"
"P7HK1bOXyBk","11417","1235","10","0","205"
"f3VWXLZhC2A","18325","383","24","0","52"
"Vmu8wgHi20M","40590","2821","52","0","520"
"qO6WcyMVxwo","55372","4291","519","0","1363"
"UIMLSDG53vc","46363","3641","48","0","631"
"-RHfRvy0ot0","23523","1834","37","0","483"
"F5VBZuW35oU","27602","1227","77","0","321"
"SA1xqePYv8g","6859","318","10","0","61"
"LGWgus0no04","38101","526","29","0","176"
"tdgn7j6jZbI","202829","2514","340","0","1396"
"CXfiBjc9YUc","45192","2761","174","0","1163"
"-huW9fZvgh4","59401","4237","47","0","1001"
"e1rwyVOq4Tk","5114","97","4","0","58"
"qNW7p0ww_JQ","35361","2514","173","0","963"
"wv0kp7zd8Eg","74972","7757","152","0","1359"
"Oc3o0psja2c","13833","396","27","0","154"
"cwdxy5FG5NE","260605","2443","398","0","933"
"NXjq_QS-JQo","27534","2353","83","0","980"
"T2MOEFT47sg","1014478","5088","649","0","1553"
"mbWCnoAmRQU","17771","1102","40","0","330"
"lQtrmjubfEo","727582","18470","3243","0","7088"
"EgUB-NdbMec","48412","2942","329","0","598"
"RQoc0n7AOR8","84585","7762","134","0","2342"
"U4GkNmYMnQM","6411","400","27","0","239"
"K9jPWaj4GaM","12779","554","43","0","200"
"8EpMKHs7vXw","73648","6154","246","0","1981"
"KBddma5UX6o","72983","5735","73","0","2433"
"kQMnA0e2LgE","102610","2015","226","0","829"
"el1crjUpWAA","892","67","3","0","14"
"bkQbQdb1xj8","1135","101","1","0","13"
"bHrCe8l5o7A","2258","125","1","0","30"
"xhTcl-EwYno","20446","743","37","0","323"
"jUBy_HFr_YU","195346","2979","541","0","984"
"ll4sI0aiX0E","72618","5161","141","0","2389"
"dxUvBtWvT6g","25946","2262","29","0","438"
"S87kiTfwOXc","97026","6914","121","0","2195"
"HylXaHwx7j4","20449","715","26","0","141"
"6BvcOhcr_wU","10241","306","7","0","63"
"Ul7Z3UKvXpM","42131","1210","108","0","490"
"p6VyH03lGBU","6880","268","8","0","132"
"JKaXAU7bGoQ","55809","4884","119","0","1497"
"J9bc_aFrQ2k","211082","1897","256","0","592"
"eNV_uMAR7Eo","88082","5799","329","0","1395"
"ncB-ZGjPnCk","91843","8985","269","0","1489"
"lFN8iv_tJ3s","203432","805","32","0","439"
"tQEZQlYr_ro","69706","7369","613","0","1990"
"BmLnT4nrX2A","295700","1182","134","0","511"
"xmKFiiV1x8A","64779","5227","621","0","3387"
"wY5hRd8nT2s","44663","2943","218","0","1346"
"i_clMJ6acYA","5047","234","18","0","62"
"g2aP6QI7j-4","7533","148","0","0","36"
"jZk0lpfiRJA","16432","160","7","0","78"
"WweZk1Rsd0o","156282","558","33","0","191"
"Nw9ryOscwXE","81738","7308","116","0","1189"
"24-pBPwmV30","9158","724","14","0","297"
"sNF--8JiRmc","46821","199","11","0","116"
"QB_LCQqMEtU","14473","407","67","0","276"
"Qgjp6BKylRo","7863","326","10","0","144"
"A91jDehRwmw","36126","207","8","0","111"
"IsBQfEZvJeY","12068","833","26","0","163"
"AAfutMP3uEU","1355204","8572","1192","0","2547"
"buJOz9MbyhY","22251","1113","35","0","466"
"VrrdL_dlCrk","347755","3201","370","0","506"
"b8a8coGP14k","26752","2159","82","0","708"
"zpMQhyRDT2s","80721","4232","404","0","1315"
"x1sUtQ9_bt8","253535","2423","332","0","704"
"r7yoB4a632w","83182","1779","151","0","1435"
"WmgIip4yIaI","48500","4287","398","0","2772"
"16MzIOOAwzQ","88340","5998","784","0","2744"
"351jc0_J5b4","50894","4282","93","0","667"
"XcHY9Z7qeH8","123999","4914","381","0","1577"
"DgE4nbD5FMw","55051","318","12","0","59"
"p5M9t_QmoJg","4921","194","11","0","63"
"Ipi72H7NDS0","16395","251","26","0","49"
"bJUpHFTp10Y","56835","447","40","0","78"
"W0ekAGMYXzQ","8645","227","15","0","151"
"GM4vTXIl7Z0","159550","1025","111","0","161"
"Tfqgq8oD0PU","20223","1630","26","0","268"
"8Zn9p_b45ds","68487","1283","225","0","1247"
"-13mhKdwFT0","8071","156","18","0","41"
"PT1nObx_12c","70349","5330","871","0","3878"
"c8nm56L_PbE","606114","2201","382","0","303"
"Daab_7M7l4I","6248","1111","44","0","193"
"hKWYDzjLFQo","581209","2535","456","0","319"
"FkebEjUV6Rc","73666","4617","530","0","2098"
"eSuO9OmOfbU","33600","227","12","0","24"
"IRqGiSOMo6s","36745","1921","150","0","937"
"PB7qp1ae37I","2772","195","6","0","43"
"DjA_nDaZBQQ","42360","1838","80","0","555"
"gmbmP6zssWo","219686","11429","1868","0","3525"
"QZPfMczuz6o","19478","868","34","0","175"
"bxEmRKn9LyE","77226","4453","673","0","2580"
"F5CdP4EdkRs","217563","3231","824","0","153"
"6xfRvGoNkTk","30890","410","50","0","183"
"RurJNGLYnLU","13984","1023","16","0","224"
"8E7RdqA14V0","126165","263","19","0","203"
"xlia8_Ppod0","30852","360","37","0","171"
"YJN2HZjm1lU","890075","4400","686","0","594"
"US1ivKcht-Y","2547","161","3","0","65"
"07qjl6_jVm8","16176","122","4","0","62"
"qmBQWkM3DPU","185157","2349","689","0","1759"
"fy2M2wNx8js","5625","334","13","0","60"
"yG4hsBI5pSA","17830","738","54","0","289"
"46nGLLXBoyY","111117","237","23","0","131"
"AL7YkXkEffU","616004","4324","392","0","3161"
"x1vqnLgnk8M","55528","4071","557","0","3304"
"PJiz2J0uR68","27122","82","4","0","27"
"Fizw_WI-ub8","6031","503","66","0","198"
"Mcy2s2StKSU","121392","578","88","0","56"
"pIkdczvVVJE","424694","2246","301","0","670"
"xiTpW93Qey8","92561","5557","169","0","2190"
"XxOvhGCPtw0","54110","3262","125","0","1129"
"8_NQIFVhh_M","50147","4304","72","0","1052"
"hF1ybDiKHhw","11021","312","14","0","80"
"L39jMvECi4A","1300","85","1","0","49"
"Y-XDBVkYxwg","21795","302","26","0","100"
"M5h-EAOJkEU","107904","879","166","0","435"
"2KjfnMvE3LE","47563","136","13","0","86"
"3JLgf_eAC2M","31993","887","217","0","451"
"kQzrs5oP4WE","3449","200","4","0","60"
"mWYACVaRJvY","3321","118","0","0","39"
"67ycnQj5EkU","22283","527","83","0","202"
"goW02DsTssI","173415","649","87","0","473"
"PQpUJQRK5CI","266227","1795","452","0","496"
"ImVR_mmRB_U","51517","197","12","0","100"
"gmkIO8TgcE8","95241","5294","685","0","2003"
"BjiC1fbCXFk","2643","117","3","0","27"
"e13TC9b6aKY","29873","3375","23","0","1200"
"IKhvw-AOaP8","2936","43","1","0","14"
"MuAH7NpvQYk","14104","85","6","0","5"
"Js-IKVAb6JY","2333","98","3","0","16"
"aGaAzWYDcxI","471317","781","121","0","728"
"4apl7IxIAVk","140800","386","36","0","182"
"umrieijvOo4","13854","920","50","0","622"
"QneC4TmK6dA","6192","233","49","0","79"
"06c3uFtl3as","141969","1748","357","0","912"
"kNdwXYvQ_F8","294186","8357","3349","0","4511"
"_QlyonOjaQs","59583","4835","53","0","1580"
"6BB2TGqUtyc","24504","37","8","0","11"
"Zo2jeidlodU","104166","211","18","0","202"
"i1GH0QaFSro","200640","7760","2203","0","7103"
"mI0rngnRXkk","33050","158","24","0","356"
"_MozwDkGVbQ","71875","5175","619","0","2784"
"ooU1iFOw-wI","90110","203","40","0","169"
"oIkLICiGyHY","4188","135","18","0","92"
"7V_14QAg9Xc","31506","253","34","0","66"
"PwLs4M8o-9U","57125","102","20","0","52"
"UCe_4wIXdBY","254992","486","79","0","459"
"w0YwExZZJA4","161371","6740","1236","0","2829"
"O0Xs19DL3a0","83732","167","35","0","66"
"5WniXVJomD4","12646","1200","68","0","191"
"GgabEFmNG3c","34890","1212","60","0","588"
"v4oaPoEdrQw","109350","186","23","0","249"
"GvEOZdKBB-w","197866","1312","211","0","551"
"hrAiwv6HgFw","142076","2119","810","0","1497"
"mTPJsUGHrUo","145146","7196","2063","0","5082"
"e6m-_IKD6zU","46080","515","75","0","271"
"cZujEUueEPo","118323","2054","938","0","1755"
"jJBLmYhi0U8","404046","2623","1065","0","2870"
"riwLp0yv1Qk","8425","885","22","0","486"
"EXkqZnq4z-I","476329","56362","359","0","8360"
"qm4Pks_1_hI","638003","66741","1194","0","13353"
"grD_IINiH9c","4022124","103622","3204","0","20556"
"H8yF4ckv92g","1535538","20917","597","0","3971"
"k93_-NfqIwQ","392767","35517","648","0","5597"
"5FlrDDp0zsg","449246","41282","532","0","6602"
"kQIgciyHIG4","549376","54113","645","0","9572"
"MyTQBMtSbsk","418895","35937","596","0","7373"
"C1jeXMF25eM","442969","55134","635","0","8139"
"WypsVFfrOPg","462959","37810","480","0","6508"
"1B8dlHggsw4","651937","46747","506","0","6322"
"LT10dMaeGJU","481815","47884","503","0","7132"
"GIaWTSaoZ0M","894588","57644","807","0","6158"
"jHnjlQC6Puw","1110024","78024","1087","0","7815"
"DXfslydeaPE","429740","31913","280","0","6044"
"_mGesWbG2Kw","485930","37789","395","0","4676"
"SUhc3Kv4ieE","696507","33315","427","0","4284"
"My5TGYvJHbA","462523","42701","635","0","5088"
"67fyu4lE2XE","762123","45985","589","0","4802"
"ocs5O2Gu7BU","613641","47644","339","0","8341"
"FMIgFy9T-Q8","508479","42745","407","0","4072"
"fn6geysPP58","423929","27277","346","0","3991"
"Lct8ql2zoLo","483033","44851","727","0","8702"
"56b_rmUHUg4","959978","79977","1365","0","22968"
"OmO34nCewvE","698371","46480","637","0","5619"
"EMzSh4lc35I","572230","24565","266","0","3115"
"CfcQsI54gQM","500529","58841","517","0","9605"
"ztoK32ONUVY","588864","47632","816","0","6382"
"NL0tRHvBlQQ","485127","38201","310","0","6115"
"6JB0hNxuq9M","561011","45532","370","0","5026"
"OVoJh55a7EU","603356","46796","429","0","7281"
"Bxg6Xs3jQek","654969","52231","413","0","4752"
"ufkHt8dgG8I","558040","30279","502","0","4990"
"r0eDR9OeMJk","397960","39870","396","0","5860"
"H2ySty3ONkY","548063","29636","256","0","4878"
"k4YAvGJ8Kmk","342048","27678","388","0","4564"
"Sp_LA2qE4aM","834193","67079","1199","0","16113"
"qfL5KwUuvMc","775377","20931","667","0","4412"
"k-WuPFlMThw","463383","40214","793","0","7302"
"ifIAlft47bM","1968478","25835","720","0","4038"
"Jw-3aBw-nLw","385287","34978","987","0","5520"
"t7sytskT3tc","573509","46213","959","0","5487"
"_4j90-STI_M","605918","23431","892","0","7153"
"IjUVPwE2ENo","646702","21146","256","0","3110"
"K6agT48Im2w","229061","14640","318","0","1867"
"XSe3vQCRXvI","1053694","63439","1301","0","13756"
"sa8jOoL0LoE","1398564","56587","1751","0","11007"
"hwzffeICkP8","647670","40176","526","0","8019"
"LJdumFFPLqA","996639","62712","2095","0","10052"
"uxCSWctGYGo","517426","38272","964","0","7501"
"pih9QAA3Idc","576792","50402","676","0","7526"
"OAI2SWIvrkc","248894","15107","160","0","2772"
"B8ryn7z-cp0","607057","58963","544","0","5211"
"PgwluZdJwpo","609893","47695","641","0","7885"
"fy1_uHBdlkI","792862","57014","1244","0","5902"
"1d9lm-T87AQ","1991645","68211","2566","0","11212"
"3UG_N9H4XYY","950220","60243","1057","0","10932"
"uIgeRT-ieNw","344803","22040","546","0","3671"
"T0wHSE34cbg","356642","30557","304","0","6268"
"qilcmp3Ic_E","650025","44627","518","0","4821"
"BXpi3F0E5ro","4002818","93928","4012","0","14200"
"IiTV2LoUNzU","573579","42943","722","0","4995"
"Dxcp0pd4k_4","770321","33515","1748","0","5410"
"R2Cwma6l0HQ","279046","15436","340","0","2325"
"5qmlWwCnZqY","407595","22382","282","0","2629"
"h45n1CSetiM","664449","50600","495","0","9438"
"9siALpqSSKw","558228","41336","768","0","6453"
"HloBySIP2FE","434985","34146","227","0","7362"
"yyMhpReL_F4","763736","47318","592","0","5636"
"5y8shvbYnyY","724939","43180","1867","0","6615"
"k4aIIpCDsLU","492726","19755","468","0","4850"
"2ofeUHydHAs","391719","35125","276","0","3318"
"HHrKoEFBszA","416439","26913","393","0","3457"
"z8FknvfSInU","691922","48906","750","0","6718"
"9SR3GhM2eUc","453385","41555","495","0","11514"
"yiGXs2fERDU","492859","38243","541","0","4955"
"8z2DYR_pDig","695544","42161","865","0","6400"
"aNVkEi9LKfI","420146","29535","606","0","4856"
"vNj_8Jf0lcU","427018","33968","1072","0","5421"
"MDzsE5heUuA","726745","34760","662","0","6214"
"fmLfCHF3skk","738413","35603","477","0","7473"
"-Lbu1VXZIsI","316288","11909","142","0","1882"
"YGbdu9bFhzQ","825227","41965","899","0","5484"
"Zv_eOMyhtms","485486","33784","259","0","7585"
"n2bCgunLEB4","887382","60244","942","0","11345"
"qQQHq5wfFQc","506494","42251","528","0","5627"
"Y1JQUG7doCE","634623","20847","391","0","7070"
"sGBM47Bg3Nc","388144","35952","334","0","4049"
"eI0BbL-EYtc","683946","23990","981","0","6219"
"Ea39dHj01yc","687642","49216","1522","0","8623"
"qQjy4aez9Vg","711194","48641","709","0","5333"
"Bn_6sU7O43w","1250067","50601","1851","0","10346"
"fJNdKI3KB6k","457104","32165","785","0","4118"
"IMzctUXEhI8","381628","39375","357","0","5356"
"JO88pWIkuuM","437444","38455","449","0","3974"
"7scQkcnw9Ng","865513","39912","613","0","5482"
"trIyY7sS3ik","501832","43028","266","0","6750"
"o1GQehNcZZw","1376976","55043","1027","0","9759"
"U9118K9ejqU","740433","16326","305","0","2221"
"-qFqwmpCqIg","464619","47881","706","0","4284"
"_rtqJ3W3g1c","1206312","52026","1033","0","9039"
"qcqh0gRy-og","535245","27180","671","0","4753"
"r3NDeyR_1-U","661552","36832","1060","0","9401"
"F-LhfKKgncg","914776","40582","1119","0","10961"
"07Vq7yjIHYM","540336","45196","624","0","4877"
"kYmTFL9nbRQ","796741","52827","1045","0","14261"
"thg4lnaVIT4","652484","45883","1548","0","6658"
"JmcX-ON_imA","1241703","70262","3419","0","12492"
"17lUTNdkOuk","704788","43439","1128","0","7278"
"JC2oh5BfPhQ","434396","29231","762","0","3565"
"KmE0M9TOIxU","480894","38339","1189","0","5576"
"D8HJrr4-7B8","1489343","96247","3351","0","21831"
"3rIM9fPCTAs","836080","32129","1501","0","7861"
"_z5RLc6YXpw","670386","20828","408","0","4869"
"D6H0cjIN4gw","673072","34719","1594","0","5390"
"p-YXOT0HtCE","433712","21861","862","0","5574"
"lZgG0p6eBBY","722205","44632","1195","0","6845"
"49E9grEcrxs","855271","55448","1547","0","7682"
"o4MEYz67iN0","582944","36817","664","0","5629"
"OqbDBRWb63s","6617518","73428","3633","0","17503"
"Nud8h9jjS94","192324","8374","113","0","1886"
"TYClEpZbeU4","475180","23666","436","0","4838"
"q7reSQd3uiA","459370","13830","285","0","4330"
"hZV0sw39Be8","464512","34529","386","0","3448"
"wfFO9v7iatU","441977","40471","516","0","3406"
"F_fDIsGufPY","100978","5385","62","0","1090"
"2JXrDwtiqQs","874204","52735","3093","0","12470"
"uyS3Ghevf2I","529404","31889","421","0","3355"
"n-4GkdupfTw","1018173","63942","1782","0","8056"
"cJV41gS2c8M","720459","37302","685","0","9479"
"B7RAzFiFPHI","396437","33336","486","0","4711"
"ZUOkUdL4RjU","184265","6226","202","0","1642"
"GpLAzAZXi2A","885132","55531","619","0","6910"
"IP0wuwJBdMI","1849778","72811","3027","0","21319"
"PzbHb7JissI","928812","58565","724","0","8709"
"7Xh-Y9xuGao","587959","40525","398","0","6709"
"uOetVDqjwVM","384067","22487","306","0","6854"
"PQkm4MtGNAQ","1064845","16744","298","0","2318"
"2mKWWQWLne4","449888","38425","658","0","5544"
"PlqXgXwzkPg","733331","40560","1309","0","8314"
"CEScRn-nPvY","573252","29504","1034","0","4441"
"ZpnyoffFloY","1031923","50061","2831","0","6986"
"usu5dPFzHsE","487196","26497","1152","0","4981"
"wtPZhDH4QU8","877703","61522","1659","0","9339"
"58l9a6y6Rkc","313091","19228","212","0","4264"
"UA44q8W_Xt0","850205","41531","1057","0","4546"
"avavZKtf6-g","368194","17008","391","0","2895"
"JNu4xU9qOEM","1546645","72434","4307","0","10837"
"UXfTImLFvI4","453041","33945","402","0","3597"
"af-j1W9PWR0","891310","48274","1579","0","8027"
"R7t4J-q09ik","370798","31351","396","0","6320"
"KQ-YjGmpO4Q","1170826","46666","1066","0","16291"
"oFrZsGbO6N0","1755798","45068","1246","0","10286"
"wXXERLGEEeQ","686969","18093","833","0","5326"
"_3EgJ7nIC0M","515487","24753","519","0","3536"
"kPtNON6sHXw","1100096","59988","1643","0","10620"
"oahkGuG09SE","1760952","71822","3600","0","10328"
"avb8cwOgVQ8","857392","63709","3102","0","13147"
"ld6qYJe4pRs","1681617","78152","4564","0","25751"
"RX1GhVio4no","835857","46099","2336","0","10773"
"Afu1Rwlggf8","1134492","39808","1209","0","11817"
"NBTMKLmdpho","511873","32476","547","0","2937"
"6ITbhTu2BBQ","548213","28729","898","0","4616"
"Rb99RVT6afI","816529","47093","2144","0","7605"
"NI7xxhp0rk8","2156451","62608","2606","0","17646"
"OGueTYN-Ve8","515552","26440","1735","0","4733"
"xMX4NmCJGm0","458270","26260","263","0","3078"
"BmW7mmiI9aY","370402","15183","347","0","2699"
"7I-C3cBgOn8","871030","58919","2937","0","9751"
"1oRds1S9_4M","439227","39766","585","0","4500"
"-m6Lk1qunS4","305329","19206","227","0","2632"
"_vQiW9Yu0eU","334551","12290","255","0","3313"
"az352YaZNM0","889355","50152","4000","0","10932"
"UkIocH91j0w","399426","11919","549","0","1942"
"XGuVhRH5Ci8","916399","38449","2407","0","5148"
"6TU50Bz3Ey0","1025988","46693","2975","0","8886"
"otgKNKiPYdU","392223","26649","687","0","3590"
"75aLYqRFq9I","142448","4490","91","0","945"
"PwYN7l--3oY","454867","16310","1179","0","3936"
"sJHvppVEBTY","1065419","42601","2386","0","12457"
"NHaVfJSVEMQ","190316","13510","498","0","1965"
"erwf4jre98Q","1195821","63286","3479","0","10770"
"79wrXi_5WSw","338179","8156","296","0","3000"
"EE0YmFqedhY","1478422","57194","3385","0","14893"
"2lZYvzCCtsE","522331","16710","754","0","2341"
"PRWJcrRO0GM","636818","51936","1788","0","10882"
"ZESdMIaa6Sg","391961","17055","400","0","2214"
"iNGegqQXuZE","908568","22373","1045","0","2931"
"JTlyCcL_5pU","742115","39116","1021","0","6346"
"SY6w1k9x8Lw","476215","29163","2099","0","5539"
"VNwWoPD1c9k","357068","32955","309","0","4680"
"-R7o-2jWItc","410936","11840","267","0","1790"
"sX37YsFJvR0","354213","12021","150","0","3184"
"TQGNvKRWvig","548340","18939","615","0","5990"
"yAt24Hsap80","848144","33559","1016","0","8640"
"QuaXRrf8v2A","1921975","45515","3819","0","8183"
"2n2a3nH8jEI","644155","50884","1310","0","6406"
"zXX6XZuV4zI","652698","17198","168","0","4358"
"ujTYCVyaA8k","92251","2221","37","0","411"
"-BDqzmG-rH8","851506","20353","1066","0","4244"
"Q-bwY-40QAY","742167","31786","509","0","3489"
"wyWL9BQv-IA","320640","41169","561","0","5593"
"D6OZVPIQkQU","687517","38362","1787","0","8376"
"pZcTG2yFcBE","64739","1406","27","0","762"
"yAAq2EQLBkY","890821","47423","2042","0","12609"
"4qqYLS8ABLQ","1082773","56501","3023","0","7853"
"j_jz5c3GVVg","381949","2119","140","0","968"
"Irbu2-kuikA","328748","12239","468","0","1865"
"JyvXmzWFlzM","555459","30068","405","0","3022"
"5XKJ2mcdVmQ","528347","27583","2232","0","7729"
"4ZVeC1gXYNE","291093","11220","699","0","5254"
"zYyrPHg_ag0","585378","18790","1051","0","5328"
"ksyi0hEQleE","56350","512","19","0","173"
"rGsFGvLNEGA","566781","23229","1796","0","6970"
"v4vWR5BpDdQ","1823180","68691","5759","0","11210"
"0Tr9LEgAwI4","767468","47975","899","0","7024"
"EXuV64hp4dk","686987","43849","2528","0","9872"
"ksajP0hOggY","947852","48457","3073","0","10220"
"mTlr0707vLU","553972","22440","582","0","8086"
"_5z0IEwxtj4","7685545","53877","6633","0","19839"
"3qHnIp-WzCI","1063314","29857","2066","0","7994"
"IWh4a98Fwlc","948900","47416","2504","0","7025"
"zwp4znSQ3WM","1023769","32865","1750","0","9360"
"GapUEKYLE1o","843227","46974","3223","0","11019"
"GEo0qX-ScfQ","372557","2469","131","0","926"
"eZJZA3qQj8w","314098","1323","79","0","790"
"0ZLnQjMsyvc","487567","10666","184","0","2172"
"Eah1niD0dqs","1256359","70286","7182","0","22784"
"AfG1myglfhY","863038","44027","1073","0","8445"
"mm42_08Uv5g","720932","51570","4333","0","13682"
"sVlBZml7k_U","734734","19396","802","0","3458"
"N8ugLDl0kLY","595835","40837","451","0","7351"
"iERLyAxddVE","1396139","78061","4944","0","24862"
"ANA8SI_KvqI","1350807","58406","5639","0","12311"
"ckmXie8C0A0","422129","11172","551","0","2922"
"6z2Sah4PlmY","272705","5269","228","0","1304"
"oDyfGM35ekc","194831","930","49","0","223"
"ByE_CpXIjRA","868648","23584","1858","0","5136"
"0la_UwdG15E","448805","11302","324","0","1784"
"erRPSUoPRi4","7914","174","4","0","44"
"UPheeIUVtPo","374809","19238","259","0","4323"
"Ob6boWEtaGQ","302484","24833","2299","0","4522"
"KK-U6Eaiz3g","918973","21431","1154","0","10481"
"dpaiuXNEWUE","268543","9052","167","0","1573"
"fsnqhUuYoFo","490285","22240","1658","0","3918"
"bcPVfa76Qig","396750","23569","248","0","3384"
"jPIvbwx-Lcw","1400073","44576","3016","0","9193"
"2VnNzZQG2Tc","420789","14656","215","0","2850"
"xhfJwAHhmrk","432148","19742","407","0","5915"
"RSe1tbWicys","1017962","64565","6638","0","17092"
"1cjrZZyxowo","547619","32780","1922","0","7644"
"fauORXiOQh0","50270","669","23","0","99"
"rNJ05NfM-4Y","792892","30098","1865","0","8142"
"0S1Zf5MzhOU","288373","17688","289","0","3419"
"vxWdKKDs4_8","234880","15384","330","0","2409"
"oiFJ2b-ZkuI","295408","1835","170","0","490"
"8K8C21GJUUs","293695","15858","243","0","3633"
"Vc6PK7aqTO0","878857","42051","4759","0","14538"
"EP5ghshbXjs","659149","53555","5271","0","15226"
"BjUnC7-PDWI","349591","15274","265","0","1736"
"o4OxKzNEZtI","305220","1921","147","0","751"
"QRj2qMLq8SY","344492","6330","281","0","1320"
"QMas5CE-IM8","140214","3960","162","0","1006"
"cfcvTeio5kA","313015","13252","147","0","2108"
"ZK1N_kDfdtw","134264","2492","241","0","900"
"p4Nx3tiBUtI","31028","478","25","0","107"
"nCUjZzuMQq8","434754","16588","1382","0","6743"
"O1_TSp7wcFI","184864","2322","106","0","473"
"v1srAzhc4BI","603192","32918","1670","0","7608"
"7bnQrajRfTM","1121620","104228","2641","0","16683"
"YZL3axcwDz8","574969","18026","1924","0","4625"
"I1_9Krm2mXw","363538","20212","524","0","3317"
"eP6jDM6sXhA","69588","560","26","0","379"
"pc2W6HuwQeo","178264","12308","203","0","1153"
"dNAXNgGTTG8","126187","2784","97","0","1328"
"ZUZXXKLCl20","32720","282","11","0","103"
"kngm-Kw6OSc","156760","926","51","0","257"
"HjCf4zJ3_bU","289007","17398","225","0","3940"
"ZHoEQy2kHM4","377123","1126","98","0","866"
"bS1z7hJPzY0","375792","15867","311","0","2713"
"fIFHN7zoIQ8","568176","7484","737","0","2162"
"4Nu5F8a3YUE","88819","1743","79","0","554"
"H2HSRPBCJcQ","327859","10928","369","0","3193"
"p-yaGzOO-Dw","1115277","19186","1059","0","7058"
"8tm9XMrio98","593935","17221","656","0","2578"
"77j21J3XYoU","188558","2647","129","0","673"
"jXQLUVDOhyo","1916507","63634","7226","0","13557"
"dPnwQyRquQU","248471","7449","189","0","1313"
"95SmHaumMkw","257474","7426","584","0","1313"
"r6L7D7ZK-k0","82854","1129","58","0","232"
"UcKihknb1Gc","53863","760","21","0","113"
"yfBXxsxKbso","168650","4654","330","0","1500"
"TZX6vMK3fZ0","10861","430","21","0","100"
"fLdm5JgClII","401614","4317","355","0","1091"
"pgN0P-fqBkk","697018","46694","3065","0","8094"
"XpVIVr13ZcI","429222","24406","465","0","4611"
"de-0OSlP74c","16661","251","9","0","65"
"oxTE-uwhl_M","387180","16319","483","0","5278"
"X6RXCdMwKkg","378922","14915","264","0","2437"
"5wFpD-GR5kc","276971","5391","393","0","1534"
"b6gNZx8jOTs","99866","4607","223","0","947"
"2dBpR36VFQM","1053916","42884","5704","0","13154"
"ECFieUbuVKc","20077","480","19","0","45"
"9LRtnBsx3tc","537500","23097","651","0","6079"
"POZeWcXIlIY","87332","924","70","0","493"
"weGxSWl5oA8","1264434","32028","1285","0","8547"
"3dfhJqVR8JM","18543","193","12","0","34"
"lyLUIXWnrC0","2493086","111575","10382","0","21705"
"6NOPQw1FXLY","673248","37165","5509","0","17258"
"nB7Ab5IXriw","274589","1290","146","0","690"
"JxTVwHXGfvI","616970","9578","1381","0","4058"
"qIpFgU0DYmU","356161","4392","597","0","1989"
"mezKK8NJCy8","7200","188","6","0","15"
"gsTlOm1iknc","618402","37457","667","0","5234"
"4JhwQ17mLjo","444970","5185","330","0","1369"
"WuMCO-wjqDM","33695","554","21","0","234"
"xkxA4BliUwM","625691","26788","796","0","4867"
"bvTOvl724vo","53301","235","12","0","125"
"VFFDSRVC9-Y","237079","3387","146","0","581"
"FTSvLKY7HEk","1582407","72029","10785","0","23026"
"UoVXp3nqNfo","669336","37213","5742","0","13145"
"hFyhY8WVCm0","860188","24909","3637","0","8938"
"JDYiM--TrbY","304314","19771","1548","0","6383"
"3Jva3c7mVvc","1134831","65983","11574","0","12835"
"1IFpOCy12-U","35506","1032","89","0","267"
"O9jva4zTcKo","401656","22697","419","0","4203"
"m6VhqVqOnhY","260306","13783","366","0","3158"
"DFpKwEm43n0","402745","2247","337","0","1457"
"TXZv9DDCBYw","1126080","44056","5749","0","14699"
"p6dFBuYhPh0","32840","645","25","0","252"
"Y4YyXSy5cks","776681","17738","628","0","5241"
"KowneyhqlBM","13689","385","13","0","78"
"_b1SMunjg0k","22897","226","8","0","60"
"BPA5DVOG6Cg","336210","4523","204","0","603"
"bDazIXANnH0","1239522","30582","2850","0","12390"
"OvzOH60HqA4","3413398","70151","13502","0","13718"
"FtUOoho8BEA","341806","19419","323","0","3270"
"A2QB00ZXbpA","834407","20785","1172","0","12306"
"LuyCdMc0OOw","93962","684","39","0","727"
"by-Ab_mzotA","401088","3228","369","0","1325"
