"V1","V2","freq"
"Roaming Millenial","Styxhexenhammer666",281
"Roaming Millenial","Tara McCarthy",19
"Roaming Millenial","That Guy T",168
"Roaming Millenial","Tim Pool",446
"Roaming Millenial","Tommy Robinson",40
"Roaming Millenial","Tree of Logic",159
"Roaming Millenial","Vee",194
"Roaming Millenial","Wife With a Purpose",20
"Sargon of Akkad","Andrew Klavan",10
"Sargon of Akkad","Andy Warski",1355
"Sargon of Akkad","Baked Alaska",39
"Sargon of Akkad","Ben Shapiro",310
"Sargon of Akkad","Black Pigeon Speaks",1106
"Sargon of Akkad","Blaire White",195
"Sargon of Akkad","Blonde in the Belly of the Beast",459
"Sargon of Akkad","Bre Faucheux",102
"Sargon of Akkad","Brittany Pettibone",389
"Sargon of Akkad","Bunty King",237
"Sargon of Akkad","Candace Owens",38
"Sargon of Akkad","Caolan Robertson",27
"Sargon of Akkad","Chris Ray Gun",818
"Sargon of Akkad","Coach Red Pill",347
"Sargon of Akkad","Computing Forever",1978
"Sargon of Akkad","Dave Rubin",1411
"Sargon of Akkad","Dennis Prager",565
"Sargon of Akkad","Destiny",246
"Sargon of Akkad","Faith Goldy",100
"Sargon of Akkad","Gavin McInness",365
"Sargon of Akkad","James Allsup",562
"Sargon of Akkad","Jared Taylor",317
"Sargon of Akkad","Jeff Holiday",626
"Sargon of Akkad","JF Gariepy",451
"Sargon of Akkad","Joe Rogan",327
"Sargon of Akkad","Jordan Peterson",657
"Sargon of Akkad","Kraut and Tea",550
"Sargon of Akkad","Lauren Southern",512
"Sargon of Akkad","Mark Collett",337
"Sargon of Akkad","Michael Knowles",7
"Sargon of Akkad","Mike Cernovich",130
"Sargon of Akkad","Millennial Woes",509
"Sargon of Akkad","Milo Yiannopoulos",1660
"Sargon of Akkad","Mister Metokur",541
"Sargon of Akkad","Mouthy Buddha",264
"Sargon of Akkad","Mundane Matt",1688
"Sargon of Akkad","Nicholas Fuentes",122
"Sargon of Akkad","No Bullshit",1072
"Sargon of Akkad","Owen Benjamin",463
"Sargon of Akkad","Paul Joseph Watson",1090
"Sargon of Akkad","Roaming Millenial",665
"Sargon of Akkad","Some Black Guy",956
"Sargon of Akkad","Stefan Molyneaux",1312
"Sargon of Akkad","Steven Crowder",1220
"Sargon of Akkad","Styxhexenhammer666",1090
"Sargon of Akkad","Tara McCarthy",29
"Sargon of Akkad","That Guy T",796
"Sargon of Akkad","Tim Pool",1712
"Sargon of Akkad","Tommy Robinson",193
"Sargon of Akkad","Tree of Logic",452
"Sargon of Akkad","Vee",1675
"Sargon of Akkad","Wife With a Purpose",31
"Some Black Guy","Andrew Klavan",5
"Some Black Guy","Andy Warski",968
"Some Black Guy","Baked Alaska",27
"Some Black Guy","Ben Shapiro",131
"Some Black Guy","Black Pigeon Speaks",301
"Some Black Guy","Blaire White",201
"Some Black Guy","Blonde in the Belly of the Beast",177
"Some Black Guy","Bre Faucheux",29
"Some Black Guy","Brittany Pettibone",129
"Some Black Guy","Bunty King",245
"Some Black Guy","Candace Owens",33
"Some Black Guy","Caolan Robertson",9
"Some Black Guy","Chris Ray Gun",438
"Some Black Guy","Coach Red Pill",111
"Some Black Guy","Computing Forever",585
"Some Black Guy","Dave Rubin",505
"Some Black Guy","Dennis Prager",238
"Some Black Guy","Destiny",102
"Some Black Guy","Faith Goldy",37
"Some Black Guy","Gavin McInness",148
"Some Black Guy","James Allsup",321
"Some Black Guy","Jared Taylor",112
"Some Black Guy","Jeff Holiday",395
"Some Black Guy","JF Gariepy",135
"Some Black Guy","Joe Rogan",122
"Some Black Guy","Jordan Peterson",193
"Some Black Guy","Kraut and Tea",140
"Some Black Guy","Lauren Southern",195
"Some Black Guy","Mark Collett",99
"Some Black Guy","Michael Knowles",1
"Some Black Guy","Mike Cernovich",49
"Some Black Guy","Millennial Woes",147
"Some Black Guy","Milo Yiannopoulos",719
"Some Black Guy","Mister Metokur",120
"Some Black Guy","Mouthy Buddha",109
"Some Black Guy","Mundane Matt",617
"Some Black Guy","Nicholas Fuentes",43
"Some Black Guy","No Bullshit",620
"Some Black Guy","Owen Benjamin",225
"Some Black Guy","Paul Joseph Watson",396
"Some Black Guy","Roaming Millenial",392
"Some Black Guy","Sargon of Akkad",840
"Some Black Guy","Stefan Molyneaux",312
"Some Black Guy","Steven Crowder",542
"Some Black Guy","Styxhexenhammer666",410
"Some Black Guy","Tara McCarthy",9
"Some Black Guy","That Guy T",353
"Some Black Guy","Tim Pool",644
"Some Black Guy","Tommy Robinson",33
"Some Black Guy","Tree of Logic",343
"Some Black Guy","Vee",385
"Some Black Guy","Wife With a Purpose",20
"Stefan Molyneaux","Andrew Klavan",17
"Stefan Molyneaux","Andy Warski",667
"Stefan Molyneaux","Baked Alaska",28
"Stefan Molyneaux","Ben Shapiro",333
"Stefan Molyneaux","Black Pigeon Speaks",1226
"Stefan Molyneaux","Blaire White",97
"Stefan Molyneaux","Blonde in the Belly of the Beast",677
"Stefan Molyneaux","Bre Faucheux",174
"Stefan Molyneaux","Brittany Pettibone",614
"Stefan Molyneaux","Bunty King",56
"Stefan Molyneaux","Candace Owens",41
"Stefan Molyneaux","Caolan Robertson",46
"Stefan Molyneaux","Chris Ray Gun",135
"Stefan Molyneaux","Coach Red Pill",460
"Stefan Molyneaux","Computing Forever",1323
"Stefan Molyneaux","Dave Rubin",1457
"Stefan Molyneaux","Dennis Prager",758
"Stefan Molyneaux","Destiny",121
"Stefan Molyneaux","Faith Goldy",188
"Stefan Molyneaux","Gavin McInness",464
"Stefan Molyneaux","James Allsup",358
"Stefan Molyneaux","Jared Taylor",602
"Stefan Molyneaux","Jeff Holiday",214
"Stefan Molyneaux","JF Gariepy",339
"Stefan Molyneaux","Joe Rogan",400
"Stefan Molyneaux","Jordan Peterson",832
"Stefan Molyneaux","Kraut and Tea",173
"Stefan Molyneaux","Lauren Southern",616
"Stefan Molyneaux","Mark Collett",481
"Stefan Molyneaux","Michael Knowles",11
"Stefan Molyneaux","Mike Cernovich",325
"Stefan Molyneaux","Millennial Woes",582
"Stefan Molyneaux","Milo Yiannopoulos",1296
"Stefan Molyneaux","Mister Metokur",173
"Stefan Molyneaux","Mouthy Buddha",192
"Stefan Molyneaux","Mundane Matt",642
"Stefan Molyneaux","Nicholas Fuentes",139
"Stefan Molyneaux","No Bullshit",633
"Stefan Molyneaux","Owen Benjamin",667
"Stefan Molyneaux","Paul Joseph Watson",1117
"Stefan Molyneaux","Roaming Millenial",462
"Stefan Molyneaux","Sargon of Akkad",1552
"Stefan Molyneaux","Some Black Guy",400
"Stefan Molyneaux","Steven Crowder",1012
"Stefan Molyneaux","Styxhexenhammer666",1375
"Stefan Molyneaux","Tara McCarthy",67
"Stefan Molyneaux","That Guy T",380
"Stefan Molyneaux","Tim Pool",1144
"Stefan Molyneaux","Tommy Robinson",191
"Stefan Molyneaux","Tree of Logic",382
"Stefan Molyneaux","Vee",721
"Stefan Molyneaux","Wife With a Purpose",49
"Steven Crowder","Andrew Klavan",22
"Steven Crowder","Andy Warski",569
"Steven Crowder","Baked Alaska",21
"Steven Crowder","Ben Shapiro",511
"Steven Crowder","Black Pigeon Speaks",476
"Steven Crowder","Blaire White",203
"Steven Crowder","Blonde in the Belly of the Beast",278
"Steven Crowder","Bre Faucheux",57
"Steven Crowder","Brittany Pettibone",244
"Steven Crowder","Bunty King",71
"Steven Crowder","Candace Owens",48
"Steven Crowder","Caolan Robertson",16
"Steven Crowder","Chris Ray Gun",251
"Steven Crowder","Coach Red Pill",134
"Steven Crowder","Computing Forever",699
"Steven Crowder","Dave Rubin",900
"Steven Crowder","Dennis Prager",793
"Steven Crowder","Destiny",100
"Steven Crowder","Faith Goldy",109
"Steven Crowder","Gavin McInness",499
"Steven Crowder","James Allsup",477
"Steven Crowder","Jared Taylor",209
"Steven Crowder","Jeff Holiday",164
"Steven Crowder","JF Gariepy",105
"Steven Crowder","Joe Rogan",412
"Steven Crowder","Jordan Peterson",390
"Steven Crowder","Kraut and Tea",90
"Steven Crowder","Lauren Southern",380
"Steven Crowder","Mark Collett",147
"Steven Crowder","Michael Knowles",7
"Steven Crowder","Mike Cernovich",107
"Steven Crowder","Millennial Woes",136
"Steven Crowder","Milo Yiannopoulos",1173
"Steven Crowder","Mister Metokur",170
"Steven Crowder","Mouthy Buddha",123
"Steven Crowder","Mundane Matt",568
"Steven Crowder","Nicholas Fuentes",52
"Steven Crowder","No Bullshit",877
"Steven Crowder","Owen Benjamin",559
"Steven Crowder","Paul Joseph Watson",848
"Steven Crowder","Roaming Millenial",458
"Steven Crowder","Sargon of Akkad",981
"Steven Crowder","Some Black Guy",552
"Steven Crowder","Stefan Molyneaux",876
"Steven Crowder","Styxhexenhammer666",533
"Steven Crowder","Tara McCarthy",22
"Steven Crowder","That Guy T",201
"Steven Crowder","Tim Pool",763
"Steven Crowder","Tommy Robinson",113
"Steven Crowder","Tree of Logic",258
"Steven Crowder","Vee",382
"Steven Crowder","Wife With a Purpose",16
"Styxhexenhammer666","Andrew Klavan",19
"Styxhexenhammer666","Andy Warski",1116
"Styxhexenhammer666","Baked Alaska",57
"Styxhexenhammer666","Ben Shapiro",402
"Styxhexenhammer666","Black Pigeon Speaks",1076
"Styxhexenhammer666","Blaire White",83
"Styxhexenhammer666","Blonde in the Belly of the Beast",632
"Styxhexenhammer666","Bre Faucheux",242
"Styxhexenhammer666","Brittany Pettibone",598
"Styxhexenhammer666","Bunty King",172
"Styxhexenhammer666","Candace Owens",38
"Styxhexenhammer666","Caolan Robertson",24
"Styxhexenhammer666","Chris Ray Gun",201
"Styxhexenhammer666","Coach Red Pill",526
"Styxhexenhammer666","Computing Forever",1476
"Styxhexenhammer666","Dave Rubin",1138
"Styxhexenhammer666","Dennis Prager",515
"Styxhexenhammer666","Destiny",180
"Styxhexenhammer666","Faith Goldy",154
"Styxhexenhammer666","Gavin McInness",574
"Styxhexenhammer666","James Allsup",424
"Styxhexenhammer666","Jared Taylor",495
"Styxhexenhammer666","Jeff Holiday",388
"Styxhexenhammer666","JF Gariepy",620
"Styxhexenhammer666","Joe Rogan",258
"Styxhexenhammer666","Jordan Peterson",500
"Styxhexenhammer666","Kraut and Tea",289
"Styxhexenhammer666","Lauren Southern",400
"Styxhexenhammer666","Mark Collett",405
"Styxhexenhammer666","Michael Knowles",10
"Styxhexenhammer666","Mike Cernovich",464
"Styxhexenhammer666","Millennial Woes",698
"Styxhexenhammer666","Milo Yiannopoulos",1489
"Styxhexenhammer666","Mister Metokur",325
"Styxhexenhammer666","Mouthy Buddha",277
"Styxhexenhammer666","Mundane Matt",970
"Styxhexenhammer666","Nicholas Fuentes",248
"Styxhexenhammer666","No Bullshit",725
"Styxhexenhammer666","Owen Benjamin",696
"Styxhexenhammer666","Paul Joseph Watson",892
"Styxhexenhammer666","Roaming Millenial",427
"Styxhexenhammer666","Sargon of Akkad",1555
"Styxhexenhammer666","Some Black Guy",606
"Styxhexenhammer666","Stefan Molyneaux",1789
"Styxhexenhammer666","Steven Crowder",749
"Styxhexenhammer666","Tara McCarthy",83
"Styxhexenhammer666","That Guy T",379
"Styxhexenhammer666","Tim Pool",1732
"Styxhexenhammer666","Tommy Robinson",138
"Styxhexenhammer666","Tree of Logic",630
"Styxhexenhammer666","Vee",1296
"Styxhexenhammer666","Wife With a Purpose",65
"Tara McCarthy","Andy Warski",27
"Tara McCarthy","Baked Alaska",3
"Tara McCarthy","Ben Shapiro",5
"Tara McCarthy","Black Pigeon Speaks",35
"Tara McCarthy","Blaire White",6
"Tara McCarthy","Blonde in the Belly of the Beast",35
"Tara McCarthy","Bre Faucheux",31
"Tara McCarthy","Brittany Pettibone",50
"Tara McCarthy","Bunty King",2
"Tara McCarthy","Candace Owens",1
"Tara McCarthy","Caolan Robertson",2
"Tara McCarthy","Chris Ray Gun",1
"Tara McCarthy","Coach Red Pill",19
"Tara McCarthy","Computing Forever",31
"Tara McCarthy","Dave Rubin",18
"Tara McCarthy","Dennis Prager",10
"Tara McCarthy","Destiny",6
"Tara McCarthy","Faith Goldy",17
"Tara McCarthy","Gavin McInness",18
"Tara McCarthy","James Allsup",26
"Tara McCarthy","Jared Taylor",50
"Tara McCarthy","Jeff Holiday",11
"Tara McCarthy","JF Gariepy",39
"Tara McCarthy","Joe Rogan",9
"Tara McCarthy","Jordan Peterson",6
"Tara McCarthy","Kraut and Tea",11
"Tara McCarthy","Lauren Southern",30
"Tara McCarthy","Mark Collett",32
"Tara McCarthy","Michael Knowles",1
"Tara McCarthy","Mike Cernovich",10
"Tara McCarthy","Millennial Woes",46
"Tara McCarthy","Milo Yiannopoulos",41
"Tara McCarthy","Mister Metokur",9
"Tara McCarthy","Mouthy Buddha",11
"Tara McCarthy","Mundane Matt",16
"Tara McCarthy","Nicholas Fuentes",22
"Tara McCarthy","No Bullshit",14
"Tara McCarthy","Owen Benjamin",13
"Tara McCarthy","Paul Joseph Watson",32
"Tara McCarthy","Roaming Millenial",25
"Tara McCarthy","Sargon of Akkad",21
"Tara McCarthy","Some Black Guy",16
"Tara McCarthy","Stefan Molyneaux",38
"Tara McCarthy","Steven Crowder",16
"Tara McCarthy","Styxhexenhammer666",49
"Tara McCarthy","That Guy T",5
"Tara McCarthy","Tim Pool",32
"Tara McCarthy","Tommy Robinson",11
"Tara McCarthy","Tree of Logic",25
"Tara McCarthy","Vee",21
"Tara McCarthy","Wife With a Purpose",17
"That Guy T","Andrew Klavan",2
"That Guy T","Andy Warski",425
"That Guy T","Baked Alaska",12
"That Guy T","Ben Shapiro",81
"That Guy T","Black Pigeon Speaks",177
"That Guy T","Blaire White",40
"That Guy T","Blonde in the Belly of the Beast",142
"That Guy T","Bre Faucheux",41
"That Guy T","Brittany Pettibone",102
"That Guy T","Bunty King",94
"That Guy T","Candace Owens",7
"That Guy T","Caolan Robertson",1
"That Guy T","Chris Ray Gun",190
"That Guy T","Coach Red Pill",115
"That Guy T","Computing Forever",441
"That Guy T","Dave Rubin",440
"That Guy T","Dennis Prager",127
"That Guy T","Destiny",70
"That Guy T","Faith Goldy",11
"That Guy T","Gavin McInness",61
"That Guy T","James Allsup",120
"That Guy T","Jared Taylor",83
"That Guy T","Jeff Holiday",255
"That Guy T","JF Gariepy",190
"That Guy T","Joe Rogan",59
"That Guy T","Jordan Peterson",142
"That Guy T","Kraut and Tea",152
"That Guy T","Lauren Southern",95
"That Guy T","Mark Collett",63
"That Guy T","Michael Knowles",2
"That Guy T","Mike Cernovich",29
"That Guy T","Millennial Woes",200
"That Guy T","Milo Yiannopoulos",515
"That Guy T","Mister Metokur",131
"That Guy T","Mouthy Buddha",90
"That Guy T","Mundane Matt",459
"That Guy T","Nicholas Fuentes",68
"That Guy T","No Bullshit",181
"That Guy T","Owen Benjamin",131
"That Guy T","Paul Joseph Watson",179
"That Guy T","Roaming Millenial",162
"That Guy T","Sargon of Akkad",762
"That Guy T","Some Black Guy",363
"That Guy T","Stefan Molyneaux",320
"That Guy T","Steven Crowder",237
"That Guy T","Styxhexenhammer666",291
"That Guy T","Tara McCarthy",15
"That Guy T","Tim Pool",406
"That Guy T","Tommy Robinson",9
"That Guy T","Tree of Logic",210
"That Guy T","Vee",432
"That Guy T","Wife With a Purpose",18
"Tim Pool","Andrew Klavan",10
"Tim Pool","Andy Warski",1227
"Tim Pool","Baked Alaska",54
"Tim Pool","Ben Shapiro",343
"Tim Pool","Black Pigeon Speaks",959
"Tim Pool","Blaire White",123
"Tim Pool","Blonde in the Belly of the Beast",535
"Tim Pool","Bre Faucheux",125
"Tim Pool","Brittany Pettibone",531
"Tim Pool","Bunty King",303
"Tim Pool","Candace Owens",33
"Tim Pool","Caolan Robertson",19
"Tim Pool","Chris Ray Gun",381
"Tim Pool","Coach Red Pill",427
"Tim Pool","Computing Forever",1614
"Tim Pool","Dave Rubin",1564
"Tim Pool","Dennis Prager",511
"Tim Pool","Destiny",215
"Tim Pool","Faith Goldy",130
"Tim Pool","Gavin McInness",465
"Tim Pool","James Allsup",481
"Tim Pool","Jared Taylor",302
"Tim Pool","Jeff Holiday",552
"Tim Pool","JF Gariepy",451
"Tim Pool","Joe Rogan",278
"Tim Pool","Jordan Peterson",614
"Tim Pool","Kraut and Tea",312
"Tim Pool","Lauren Southern",451
"Tim Pool","Mark Collett",328
"Tim Pool","Michael Knowles",6
"Tim Pool","Mike Cernovich",278
"Tim Pool","Millennial Woes",504
"Tim Pool","Milo Yiannopoulos",1433
"Tim Pool","Mister Metokur",287
"Tim Pool","Mouthy Buddha",345
"Tim Pool","Mundane Matt",1393
"Tim Pool","Nicholas Fuentes",129
"Tim Pool","No Bullshit",785
"Tim Pool","Owen Benjamin",723
"Tim Pool","Paul Joseph Watson",800
"Tim Pool","Roaming Millenial",655
"Tim Pool","Sargon of Akkad",1918
"Tim Pool","Some Black Guy",807
"Tim Pool","Stefan Molyneaux",1253
"Tim Pool","Steven Crowder",880
"Tim Pool","Styxhexenhammer666",1559
"Tim Pool","Tara McCarthy",52
"Tim Pool","That Guy T",453
"Tim Pool","Tommy Robinson",145
"Tim Pool","Tree of Logic",534
"Tim Pool","Vee",1372
"Tim Pool","Wife With a Purpose",45
"Tommy Robinson","Andy Warski",35
"Tommy Robinson","Baked Alaska",1
"Tommy Robinson","Ben Shapiro",26
"Tommy Robinson","Black Pigeon Speaks",75
"Tommy Robinson","Blaire White",8
"Tommy Robinson","Blonde in the Belly of the Beast",31
"Tommy Robinson","Bre Faucheux",13
"Tommy Robinson","Brittany Pettibone",92
"Tommy Robinson","Bunty King",7
"Tommy Robinson","Candace Owens",7
"Tommy Robinson","Caolan Robertson",8
"Tommy Robinson","Chris Ray Gun",7
"Tommy Robinson","Coach Red Pill",13
"Tommy Robinson","Computing Forever",95
"Tommy Robinson","Dave Rubin",91
"Tommy Robinson","Dennis Prager",63
"Tommy Robinson","Destiny",9
"Tommy Robinson","Faith Goldy",27
"Tommy Robinson","Gavin McInness",53
"Tommy Robinson","James Allsup",36
"Tommy Robinson","Jared Taylor",40
"Tommy Robinson","Jeff Holiday",13
"Tommy Robinson","JF Gariepy",9
"Tommy Robinson","Joe Rogan",20
"Tommy Robinson","Jordan Peterson",30
"Tommy Robinson","Kraut and Tea",6
"Tommy Robinson","Lauren Southern",91
"Tommy Robinson","Mark Collett",67
"Tommy Robinson","Michael Knowles",2
"Tommy Robinson","Mike Cernovich",26
"Tommy Robinson","Millennial Woes",32
"Tommy Robinson","Milo Yiannopoulos",141
"Tommy Robinson","Mister Metokur",9
"Tommy Robinson","Mouthy Buddha",18
"Tommy Robinson","Mundane Matt",33
"Tommy Robinson","Nicholas Fuentes",5
"Tommy Robinson","No Bullshit",49
"Tommy Robinson","Owen Benjamin",43
"Tommy Robinson","Paul Joseph Watson",141
"Tommy Robinson","Roaming Millenial",37
"Tommy Robinson","Sargon of Akkad",115
"Tommy Robinson","Some Black Guy",25
"Tommy Robinson","Stefan Molyneaux",115
"Tommy Robinson","Steven Crowder",81
"Tommy Robinson","Styxhexenhammer666",78
"Tommy Robinson","Tara McCarthy",4
"Tommy Robinson","That Guy T",8
"Tommy Robinson","Tim Pool",88
"Tommy Robinson","Tree of Logic",24
"Tommy Robinson","Vee",51
"Tommy Robinson","Wife With a Purpose",3
"Tree of Logic","Andrew Klavan",5
"Tree of Logic","Andy Warski",536
"Tree of Logic","Baked Alaska",18
"Tree of Logic","Ben Shapiro",106
"Tree of Logic","Black Pigeon Speaks",264
"Tree of Logic","Blaire White",72
"Tree of Logic","Blonde in the Belly of the Beast",276
"Tree of Logic","Bre Faucheux",81
"Tree of Logic","Brittany Pettibone",199
"Tree of Logic","Bunty King",56
"Tree of Logic","Candace Owens",30
"Tree of Logic","Caolan Robertson",7
"Tree of Logic","Chris Ray Gun",73
"Tree of Logic","Coach Red Pill",124
"Tree of Logic","Computing Forever",390
"Tree of Logic","Dave Rubin",355
"Tree of Logic","Dennis Prager",180
"Tree of Logic","Destiny",45
"Tree of Logic","Faith Goldy",55
"Tree of Logic","Gavin McInness",218
"Tree of Logic","James Allsup",155
"Tree of Logic","Jared Taylor",165
"Tree of Logic","Jeff Holiday",186
"Tree of Logic","JF Gariepy",147
"Tree of Logic","Joe Rogan",51
"Tree of Logic","Jordan Peterson",127
"Tree of Logic","Kraut and Tea",105
"Tree of Logic","Lauren Southern",151
"Tree of Logic","Mark Collett",123
"Tree of Logic","Michael Knowles",3
"Tree of Logic","Mike Cernovich",79
"Tree of Logic","Millennial Woes",160
"Tree of Logic","Milo Yiannopoulos",543
"Tree of Logic","Mister Metokur",73
"Tree of Logic","Mouthy Buddha",108
"Tree of Logic","Mundane Matt",325
"Tree of Logic","Nicholas Fuentes",50
"Tree of Logic","No Bullshit",332
"Tree of Logic","Owen Benjamin",178
"Tree of Logic","Paul Joseph Watson",286
"Tree of Logic","Roaming Millenial",210
"Tree of Logic","Sargon of Akkad",479
"Tree of Logic","Some Black Guy",413
"Tree of Logic","Stefan Molyneaux",410
"Tree of Logic","Steven Crowder",283
"Tree of Logic","Styxhexenhammer666",452
"Tree of Logic","Tara McCarthy",18
"Tree of Logic","That Guy T",207
"Tree of Logic","Tim Pool",467
"Tree of Logic","Tommy Robinson",40
"Tree of Logic","Vee",340
"Tree of Logic","Wife With a Purpose",29
"Vee","Andrew Klavan",12
"Vee","Andy Warski",1616
"Vee","Baked Alaska",62
"Vee","Ben Shapiro",247
"Vee","Black Pigeon Speaks",773
"Vee","Blaire White",64
"Vee","Blonde in the Belly of the Beast",383
"Vee","Bre Faucheux",117
"Vee","Brittany Pettibone",346
"Vee","Bunty King",344
"Vee","Candace Owens",16
"Vee","Caolan Robertson",10
"Vee","Chris Ray Gun",446
"Vee","Coach Red Pill",539
"Vee","Computing Forever",1718
"Vee","Dave Rubin",1054
"Vee","Dennis Prager",311
"Vee","Destiny",289
"Vee","Faith Goldy",71
"Vee","Gavin McInness",266
"Vee","James Allsup",326
"Vee","Jared Taylor",248
"Vee","Jeff Holiday",845
"Vee","JF Gariepy",791
"Vee","Joe Rogan",177
"Vee","Jordan Peterson",499
"Vee","Kraut and Tea",525
"Vee","Lauren Southern",293
"Vee","Mark Collett",295
"Vee","Michael Knowles",10
"Vee","Mike Cernovich",136
"Vee","Millennial Woes",711
"Vee","Milo Yiannopoulos",1378
"Vee","Mister Metokur",488
"Vee","Mouthy Buddha",309
"Vee","Mundane Matt",1765
"Vee","Nicholas Fuentes",178
"Vee","No Bullshit",584
"Vee","Owen Benjamin",480
"Vee","Paul Joseph Watson",502
"Vee","Roaming Millenial",363
"Vee","Sargon of Akkad",2476
"Vee","Some Black Guy",645
"Vee","Stefan Molyneaux",887
"Vee","Steven Crowder",552
"Vee","Styxhexenhammer666",1536
"Vee","Tara McCarthy",30
"Vee","That Guy T",707
"Vee","Tim Pool",1896
"Vee","Tommy Robinson",108
"Vee","Tree of Logic",521
"Vee","Wife With a Purpose",43
"Wife With a Purpose","Andy Warski",67
"Wife With a Purpose","Baked Alaska",10
"Wife With a Purpose","Ben Shapiro",8
"Wife With a Purpose","Black Pigeon Speaks",37
"Wife With a Purpose","Blaire White",4
"Wife With a Purpose","Blonde in the Belly of the Beast",92
"Wife With a Purpose","Bre Faucheux",79
"Wife With a Purpose","Brittany Pettibone",82
"Wife With a Purpose","Bunty King",5
"Wife With a Purpose","Candace Owens",2
"Wife With a Purpose","Caolan Robertson",1
"Wife With a Purpose","Chris Ray Gun",5
"Wife With a Purpose","Coach Red Pill",40
"Wife With a Purpose","Computing Forever",52
"Wife With a Purpose","Dave Rubin",42
"Wife With a Purpose","Dennis Prager",20
"Wife With a Purpose","Destiny",12
"Wife With a Purpose","Faith Goldy",14
"Wife With a Purpose","Gavin McInness",18
"Wife With a Purpose","James Allsup",37
"Wife With a Purpose","Jared Taylor",67
"Wife With a Purpose","Jeff Holiday",16
"Wife With a Purpose","JF Gariepy",68
"Wife With a Purpose","Joe Rogan",8
"Wife With a Purpose","Jordan Peterson",17
"Wife With a Purpose","Kraut and Tea",13
"Wife With a Purpose","Lauren Southern",36
"Wife With a Purpose","Mark Collett",60
"Wife With a Purpose","Mike Cernovich",10
"Wife With a Purpose","Millennial Woes",100
"Wife With a Purpose","Milo Yiannopoulos",66
"Wife With a Purpose","Mister Metokur",14
"Wife With a Purpose","Mouthy Buddha",14
"Wife With a Purpose","Mundane Matt",28
"Wife With a Purpose","Nicholas Fuentes",44
"Wife With a Purpose","No Bullshit",27
"Wife With a Purpose","Owen Benjamin",24
"Wife With a Purpose","Paul Joseph Watson",44
"Wife With a Purpose","Roaming Millenial",31
"Wife With a Purpose","Sargon of Akkad",61
"Wife With a Purpose","Some Black Guy",22
"Wife With a Purpose","Stefan Molyneaux",70
"Wife With a Purpose","Steven Crowder",29
"Wife With a Purpose","Styxhexenhammer666",82
"Wife With a Purpose","Tara McCarthy",15
"Wife With a Purpose","That Guy T",25
"Wife With a Purpose","Tim Pool",54
"Wife With a Purpose","Tommy Robinson",3
"Wife With a Purpose","Tree of Logic",42
"Wife With a Purpose","Vee",35
