"V1","V2","freq"
"Coach Red Pill","Lauren Southern",101
"Coach Red Pill","Mark Collett",132
"Coach Red Pill","Mike Cernovich",53
"Coach Red Pill","Millennial Woes",283
"Coach Red Pill","Milo Yiannopoulos",323
"Coach Red Pill","Mister Metokur",105
"Coach Red Pill","Mouthy Buddha",104
"Coach Red Pill","Mundane Matt",235
"Coach Red Pill","Nicholas Fuentes",103
"Coach Red Pill","No Bullshit",167
"Coach Red Pill","Owen Benjamin",143
"Coach Red Pill","Paul Joseph Watson",149
"Coach Red Pill","Roaming Millenial",113
"Coach Red Pill","Sargon of Akkad",355
"Coach Red Pill","Some Black Guy",103
"Coach Red Pill","Stefan Molyneaux",423
"Coach Red Pill","Steven Crowder",128
"Coach Red Pill","Styxhexenhammer666",377
"Coach Red Pill","Tara McCarthy",34
"Coach Red Pill","That Guy T",144
"Coach Red Pill","Tim Pool",366
"Coach Red Pill","Tommy Robinson",26
"Coach Red Pill","Tree of Logic",139
"Coach Red Pill","Vee",331
"Coach Red Pill","Wife With a Purpose",31
"Computing Forever","Andrew Klavan",13
"Computing Forever","Andy Warski",1037
"Computing Forever","Baked Alaska",32
"Computing Forever","Ben Shapiro",221
"Computing Forever","Black Pigeon Speaks",1066
"Computing Forever","Blaire White",99
"Computing Forever","Blonde in the Belly of the Beast",468
"Computing Forever","Bre Faucheux",112
"Computing Forever","Brittany Pettibone",395
"Computing Forever","Bunty King",162
"Computing Forever","Candace Owens",36
"Computing Forever","Caolan Robertson",30
"Computing Forever","Chris Ray Gun",398
"Computing Forever","Coach Red Pill",332
"Computing Forever","Dave Rubin",969
"Computing Forever","Dennis Prager",484
"Computing Forever","Destiny",133
"Computing Forever","Faith Goldy",115
"Computing Forever","Gavin McInness",299
"Computing Forever","James Allsup",449
"Computing Forever","Jared Taylor",261
"Computing Forever","Jeff Holiday",473
"Computing Forever","JF Gariepy",304
"Computing Forever","Joe Rogan",179
"Computing Forever","Jordan Peterson",432
"Computing Forever","Kraut and Tea",341
"Computing Forever","Lauren Southern",453
"Computing Forever","Mark Collett",371
"Computing Forever","Michael Knowles",3
"Computing Forever","Mike Cernovich",143
"Computing Forever","Millennial Woes",410
"Computing Forever","Milo Yiannopoulos",1171
"Computing Forever","Mister Metokur",305
"Computing Forever","Mouthy Buddha",221
"Computing Forever","Mundane Matt",1238
"Computing Forever","Nicholas Fuentes",76
"Computing Forever","No Bullshit",892
"Computing Forever","Owen Benjamin",413
"Computing Forever","Paul Joseph Watson",904
"Computing Forever","Roaming Millenial",543
"Computing Forever","Sargon of Akkad",1939
"Computing Forever","Some Black Guy",634
"Computing Forever","Stefan Molyneaux",1129
"Computing Forever","Steven Crowder",710
"Computing Forever","Styxhexenhammer666",1047
"Computing Forever","Tara McCarthy",38
"Computing Forever","That Guy T",495
"Computing Forever","Tim Pool",1369
"Computing Forever","Tommy Robinson",134
"Computing Forever","Tree of Logic",427
"Computing Forever","Vee",1069
"Computing Forever","Wife With a Purpose",45
"Dave Rubin","Andrew Klavan",26
"Dave Rubin","Andy Warski",786
"Dave Rubin","Baked Alaska",20
"Dave Rubin","Ben Shapiro",531
"Dave Rubin","Black Pigeon Speaks",652
"Dave Rubin","Blaire White",153
"Dave Rubin","Blonde in the Belly of the Beast",471
"Dave Rubin","Bre Faucheux",95
"Dave Rubin","Brittany Pettibone",410
"Dave Rubin","Bunty King",160
"Dave Rubin","Candace Owens",70
"Dave Rubin","Caolan Robertson",27
"Dave Rubin","Chris Ray Gun",295
"Dave Rubin","Coach Red Pill",293
"Dave Rubin","Computing Forever",1020
"Dave Rubin","Dennis Prager",823
"Dave Rubin","Destiny",252
"Dave Rubin","Faith Goldy",93
"Dave Rubin","Gavin McInness",450
"Dave Rubin","James Allsup",296
"Dave Rubin","Jared Taylor",307
"Dave Rubin","Jeff Holiday",372
"Dave Rubin","JF Gariepy",319
"Dave Rubin","Joe Rogan",557
"Dave Rubin","Jordan Peterson",967
"Dave Rubin","Kraut and Tea",221
"Dave Rubin","Lauren Southern",448
"Dave Rubin","Mark Collett",197
"Dave Rubin","Michael Knowles",16
"Dave Rubin","Mike Cernovich",188
"Dave Rubin","Millennial Woes",402
"Dave Rubin","Milo Yiannopoulos",1626
"Dave Rubin","Mister Metokur",146
"Dave Rubin","Mouthy Buddha",240
"Dave Rubin","Mundane Matt",800
"Dave Rubin","Nicholas Fuentes",116
"Dave Rubin","No Bullshit",502
"Dave Rubin","Owen Benjamin",715
"Dave Rubin","Paul Joseph Watson",732
"Dave Rubin","Roaming Millenial",651
"Dave Rubin","Sargon of Akkad",1495
"Dave Rubin","Some Black Guy",555
"Dave Rubin","Stefan Molyneaux",1368
"Dave Rubin","Steven Crowder",1113
"Dave Rubin","Styxhexenhammer666",916
"Dave Rubin","Tara McCarthy",26
"Dave Rubin","That Guy T",535
"Dave Rubin","Tim Pool",1377
"Dave Rubin","Tommy Robinson",154
"Dave Rubin","Tree of Logic",378
"Dave Rubin","Vee",701
"Dave Rubin","Wife With a Purpose",38
"Dennis Prager","Andrew Klavan",16
"Dennis Prager","Andy Warski",260
"Dennis Prager","Baked Alaska",9
"Dennis Prager","Ben Shapiro",333
"Dennis Prager","Black Pigeon Speaks",524
"Dennis Prager","Blaire White",95
"Dennis Prager","Blonde in the Belly of the Beast",238
"Dennis Prager","Bre Faucheux",35
"Dennis Prager","Brittany Pettibone",211
"Dennis Prager","Bunty King",39
"Dennis Prager","Candace Owens",57
"Dennis Prager","Caolan Robertson",12
"Dennis Prager","Chris Ray Gun",124
"Dennis Prager","Coach Red Pill",138
"Dennis Prager","Computing Forever",517
"Dennis Prager","Dave Rubin",746
"Dennis Prager","Destiny",64
"Dennis Prager","Faith Goldy",73
"Dennis Prager","Gavin McInness",292
"Dennis Prager","James Allsup",295
"Dennis Prager","Jared Taylor",238
"Dennis Prager","Jeff Holiday",82
"Dennis Prager","JF Gariepy",65
"Dennis Prager","Joe Rogan",135
"Dennis Prager","Jordan Peterson",285
"Dennis Prager","Kraut and Tea",70
"Dennis Prager","Lauren Southern",352
"Dennis Prager","Mark Collett",160
"Dennis Prager","Michael Knowles",9
"Dennis Prager","Mike Cernovich",103
"Dennis Prager","Millennial Woes",115
"Dennis Prager","Milo Yiannopoulos",644
"Dennis Prager","Mister Metokur",60
"Dennis Prager","Mouthy Buddha",92
"Dennis Prager","Mundane Matt",314
"Dennis Prager","Nicholas Fuentes",43
"Dennis Prager","No Bullshit",593
"Dennis Prager","Owen Benjamin",242
"Dennis Prager","Paul Joseph Watson",751
"Dennis Prager","Roaming Millenial",353
"Dennis Prager","Sargon of Akkad",549
"Dennis Prager","Some Black Guy",262
"Dennis Prager","Stefan Molyneaux",711
"Dennis Prager","Steven Crowder",806
"Dennis Prager","Styxhexenhammer666",358
"Dennis Prager","Tara McCarthy",18
"Dennis Prager","That Guy T",137
"Dennis Prager","Tim Pool",498
"Dennis Prager","Tommy Robinson",78
"Dennis Prager","Tree of Logic",194
"Dennis Prager","Vee",213
"Dennis Prager","Wife With a Purpose",17
"Destiny","Andy Warski",457
"Destiny","Baked Alaska",58
"Destiny","Ben Shapiro",71
"Destiny","Black Pigeon Speaks",105
"Destiny","Blaire White",27
"Destiny","Blonde in the Belly of the Beast",53
"Destiny","Bre Faucheux",20
"Destiny","Brittany Pettibone",55
"Destiny","Bunty King",103
"Destiny","Candace Owens",3
"Destiny","Caolan Robertson",5
"Destiny","Chris Ray Gun",85
"Destiny","Coach Red Pill",134
"Destiny","Computing Forever",167
"Destiny","Dave Rubin",313
"Destiny","Dennis Prager",87
"Destiny","Faith Goldy",6
"Destiny","Gavin McInness",38
"Destiny","James Allsup",87
"Destiny","Jared Taylor",73
"Destiny","Jeff Holiday",155
"Destiny","JF Gariepy",297
"Destiny","Joe Rogan",131
"Destiny","Jordan Peterson",121
"Destiny","Kraut and Tea",100
"Destiny","Lauren Southern",88
"Destiny","Mark Collett",50
"Destiny","Michael Knowles",4
"Destiny","Mike Cernovich",28
"Destiny","Millennial Woes",160
"Destiny","Milo Yiannopoulos",277
"Destiny","Mister Metokur",115
"Destiny","Mouthy Buddha",87
"Destiny","Mundane Matt",244
"Destiny","Nicholas Fuentes",126
"Destiny","No Bullshit",156
"Destiny","Owen Benjamin",100
"Destiny","Paul Joseph Watson",120
"Destiny","Roaming Millenial",91
"Destiny","Sargon of Akkad",395
"Destiny","Some Black Guy",152
"Destiny","Stefan Molyneaux",173
"Destiny","Steven Crowder",137
"Destiny","Styxhexenhammer666",155
"Destiny","Tara McCarthy",14
"Destiny","That Guy T",134
"Destiny","Tim Pool",235
"Destiny","Tommy Robinson",9
"Destiny","Tree of Logic",78
"Destiny","Vee",301
"Destiny","Wife With a Purpose",10
"Faith Goldy","Andrew Klavan",1
"Faith Goldy","Andy Warski",46
"Faith Goldy","Baked Alaska",2
"Faith Goldy","Ben Shapiro",23
"Faith Goldy","Black Pigeon Speaks",108
"Faith Goldy","Blaire White",7
"Faith Goldy","Blonde in the Belly of the Beast",74
"Faith Goldy","Bre Faucheux",21
"Faith Goldy","Brittany Pettibone",92
"Faith Goldy","Bunty King",7
"Faith Goldy","Candace Owens",6
"Faith Goldy","Caolan Robertson",8
"Faith Goldy","Chris Ray Gun",6
"Faith Goldy","Coach Red Pill",24
"Faith Goldy","Computing Forever",82
"Faith Goldy","Dave Rubin",78
"Faith Goldy","Dennis Prager",67
"Faith Goldy","Destiny",7
"Faith Goldy","Gavin McInness",82
"Faith Goldy","James Allsup",50
"Faith Goldy","Jared Taylor",64
"Faith Goldy","Jeff Holiday",6
"Faith Goldy","JF Gariepy",25
"Faith Goldy","Joe Rogan",18
"Faith Goldy","Jordan Peterson",52
"Faith Goldy","Kraut and Tea",5
"Faith Goldy","Lauren Southern",120
"Faith Goldy","Mark Collett",61
"Faith Goldy","Michael Knowles",2
"Faith Goldy","Mike Cernovich",28
"Faith Goldy","Millennial Woes",45
"Faith Goldy","Milo Yiannopoulos",94
"Faith Goldy","Mister Metokur",15
"Faith Goldy","Mouthy Buddha",9
"Faith Goldy","Mundane Matt",43
"Faith Goldy","Nicholas Fuentes",19
"Faith Goldy","No Bullshit",66
"Faith Goldy","Owen Benjamin",43
"Faith Goldy","Paul Joseph Watson",111
"Faith Goldy","Roaming Millenial",51
"Faith Goldy","Sargon of Akkad",90
"Faith Goldy","Some Black Guy",31
"Faith Goldy","Stefan Molyneaux",143
"Faith Goldy","Steven Crowder",60
"Faith Goldy","Styxhexenhammer666",90
"Faith Goldy","Tara McCarthy",15
"Faith Goldy","That Guy T",11
"Faith Goldy","Tim Pool",106
"Faith Goldy","Tommy Robinson",40
"Faith Goldy","Tree of Logic",35
"Faith Goldy","Vee",57
"Faith Goldy","Wife With a Purpose",5
"Gavin McInness","Andrew Klavan",13
"Gavin McInness","Andy Warski",233
"Gavin McInness","Baked Alaska",12
"Gavin McInness","Ben Shapiro",184
"Gavin McInness","Black Pigeon Speaks",259
"Gavin McInness","Blaire White",36
"Gavin McInness","Blonde in the Belly of the Beast",140
"Gavin McInness","Bre Faucheux",48
"Gavin McInness","Brittany Pettibone",166
"Gavin McInness","Bunty King",38
"Gavin McInness","Candace Owens",19
"Gavin McInness","Caolan Robertson",18
"Gavin McInness","Chris Ray Gun",46
"Gavin McInness","Coach Red Pill",71
"Gavin McInness","Computing Forever",275
"Gavin McInness","Dave Rubin",337
"Gavin McInness","Dennis Prager",317
"Gavin McInness","Destiny",29
"Gavin McInness","Faith Goldy",110
"Gavin McInness","James Allsup",149
"Gavin McInness","Jared Taylor",155
"Gavin McInness","Jeff Holiday",66
"Gavin McInness","JF Gariepy",84
"Gavin McInness","Joe Rogan",136
"Gavin McInness","Jordan Peterson",153
"Gavin McInness","Kraut and Tea",32
"Gavin McInness","Lauren Southern",148
"Gavin McInness","Mark Collett",83
"Gavin McInness","Michael Knowles",6
"Gavin McInness","Mike Cernovich",133
"Gavin McInness","Millennial Woes",93
"Gavin McInness","Milo Yiannopoulos",514
"Gavin McInness","Mister Metokur",54
"Gavin McInness","Mouthy Buddha",71
"Gavin McInness","Mundane Matt",198
"Gavin McInness","Nicholas Fuentes",42
"Gavin McInness","No Bullshit",279
"Gavin McInness","Owen Benjamin",346
"Gavin McInness","Paul Joseph Watson",304
"Gavin McInness","Roaming Millenial",160
"Gavin McInness","Sargon of Akkad",264
"Gavin McInness","Some Black Guy",161
"Gavin McInness","Stefan Molyneaux",405
"Gavin McInness","Steven Crowder",526
"Gavin McInness","Styxhexenhammer666",359
"Gavin McInness","Tara McCarthy",20
"Gavin McInness","That Guy T",49
"Gavin McInness","Tim Pool",323
"Gavin McInness","Tommy Robinson",67
"Gavin McInness","Tree of Logic",176
"Gavin McInness","Vee",177
"Gavin McInness","Wife With a Purpose",10
"James Allsup","Andrew Klavan",3
"James Allsup","Andy Warski",258
"James Allsup","Baked Alaska",16
"James Allsup","Ben Shapiro",77
"James Allsup","Black Pigeon Speaks",242
"James Allsup","Blaire White",73
"James Allsup","Blonde in the Belly of the Beast",120
"James Allsup","Bre Faucheux",51
"James Allsup","Brittany Pettibone",112
"James Allsup","Bunty King",27
"James Allsup","Candace Owens",21
"James Allsup","Caolan Robertson",9
"James Allsup","Chris Ray Gun",106
"James Allsup","Coach Red Pill",68
"James Allsup","Computing Forever",295
"James Allsup","Dave Rubin",166
"James Allsup","Dennis Prager",198
"James Allsup","Destiny",40
"James Allsup","Faith Goldy",35
"James Allsup","Gavin McInness",118
"James Allsup","Jared Taylor",137
"James Allsup","Jeff Holiday",53
"James Allsup","JF Gariepy",107
"James Allsup","Joe Rogan",38
"James Allsup","Jordan Peterson",70
"James Allsup","Kraut and Tea",37
"James Allsup","Lauren Southern",143
"James Allsup","Mark Collett",127
"James Allsup","Michael Knowles",2
"James Allsup","Mike Cernovich",29
"James Allsup","Millennial Woes",95
"James Allsup","Milo Yiannopoulos",294
"James Allsup","Mister Metokur",104
"James Allsup","Mouthy Buddha",57
"James Allsup","Mundane Matt",198
"James Allsup","Nicholas Fuentes",52
"James Allsup","No Bullshit",426
"James Allsup","Owen Benjamin",90
"James Allsup","Paul Joseph Watson",295
"James Allsup","Roaming Millenial",180
"James Allsup","Sargon of Akkad",334
"James Allsup","Some Black Guy",217
"James Allsup","Stefan Molyneaux",224
"James Allsup","Steven Crowder",339
"James Allsup","Styxhexenhammer666",181
"James Allsup","Tara McCarthy",15
"James Allsup","That Guy T",58
"James Allsup","Tim Pool",282
"James Allsup","Tommy Robinson",46
"James Allsup","Tree of Logic",92
"James Allsup","Vee",162
"James Allsup","Wife With a Purpose",11
"Jared Taylor","Andrew Klavan",6
"Jared Taylor","Andy Warski",305
"Jared Taylor","Baked Alaska",35
"Jared Taylor","Ben Shapiro",78
"Jared Taylor","Black Pigeon Speaks",456
"Jared Taylor","Blaire White",27
"Jared Taylor","Blonde in the Belly of the Beast",274
"Jared Taylor","Bre Faucheux",171
"Jared Taylor","Brittany Pettibone",265
"Jared Taylor","Bunty King",22
"Jared Taylor","Candace Owens",21
"Jared Taylor","Caolan Robertson",17
"Jared Taylor","Chris Ray Gun",44
"Jared Taylor","Coach Red Pill",156
"Jared Taylor","Computing Forever",334
"Jared Taylor","Dave Rubin",365
"Jared Taylor","Dennis Prager",260
"Jared Taylor","Destiny",49
"Jared Taylor","Faith Goldy",76
"Jared Taylor","Gavin McInness",174
"Jared Taylor","James Allsup",271
"Jared Taylor","Jeff Holiday",62
"Jared Taylor","JF Gariepy",242
"Jared Taylor","Joe Rogan",61
"Jared Taylor","Jordan Peterson",143
"Jared Taylor","Kraut and Tea",73
"Jared Taylor","Lauren Southern",234
"Jared Taylor","Mark Collett",347
"Jared Taylor","Michael Knowles",5
"Jared Taylor","Mike Cernovich",76
"Jared Taylor","Millennial Woes",451
"Jared Taylor","Milo Yiannopoulos",398
"Jared Taylor","Mister Metokur",89
"Jared Taylor","Mouthy Buddha",88
"Jared Taylor","Mundane Matt",184
"Jared Taylor","Nicholas Fuentes",130
"Jared Taylor","No Bullshit",224
"Jared Taylor","Owen Benjamin",135
"Jared Taylor","Paul Joseph Watson",385
"Jared Taylor","Roaming Millenial",171
"Jared Taylor","Sargon of Akkad",368
"Jared Taylor","Some Black Guy",149
"Jared Taylor","Stefan Molyneaux",635
"Jared Taylor","Steven Crowder",254
"Jared Taylor","Styxhexenhammer666",362
"Jared Taylor","Tara McCarthy",49
"Jared Taylor","That Guy T",116
"Jared Taylor","Tim Pool",347
"Jared Taylor","Tommy Robinson",45
"Jared Taylor","Tree of Logic",187
"Jared Taylor","Vee",211
"Jared Taylor","Wife With a Purpose",62
"Jeff Holiday","Andrew Klavan",3
"Jeff Holiday","Andy Warski",885
"Jeff Holiday","Baked Alaska",17
"Jeff Holiday","Ben Shapiro",60
"Jeff Holiday","Black Pigeon Speaks",152
"Jeff Holiday","Blaire White",76
"Jeff Holiday","Blonde in the Belly of the Beast",135
"Jeff Holiday","Bre Faucheux",25
"Jeff Holiday","Brittany Pettibone",66
"Jeff Holiday","Bunty King",239
"Jeff Holiday","Candace Owens",10
"Jeff Holiday","Caolan Robertson",2
"Jeff Holiday","Chris Ray Gun",278
"Jeff Holiday","Coach Red Pill",140
"Jeff Holiday","Computing Forever",544
"Jeff Holiday","Dave Rubin",375
"Jeff Holiday","Dennis Prager",78
"Jeff Holiday","Destiny",114
"Jeff Holiday","Faith Goldy",6
"Jeff Holiday","Gavin McInness",67
"Jeff Holiday","James Allsup",101
"Jeff Holiday","Jared Taylor",57
"Jeff Holiday","JF Gariepy",192
"Jeff Holiday","Joe Rogan",92
"Jeff Holiday","Jordan Peterson",125
"Jeff Holiday","Kraut and Tea",205
"Jeff Holiday","Lauren Southern",84
"Jeff Holiday","Mark Collett",49
"Jeff Holiday","Michael Knowles",2
"Jeff Holiday","Mike Cernovich",25
"Jeff Holiday","Millennial Woes",132
"Jeff Holiday","Milo Yiannopoulos",466
"Jeff Holiday","Mister Metokur",172
"Jeff Holiday","Mouthy Buddha",122
"Jeff Holiday","Mundane Matt",634
"Jeff Holiday","Nicholas Fuentes",37
"Jeff Holiday","No Bullshit",217
"Jeff Holiday","Owen Benjamin",143
"Jeff Holiday","Paul Joseph Watson",142
"Jeff Holiday","Roaming Millenial",184
"Jeff Holiday","Sargon of Akkad",769
"Jeff Holiday","Some Black Guy",506
"Jeff Holiday","Stefan Molyneaux",183
"Jeff Holiday","Steven Crowder",194
"Jeff Holiday","Styxhexenhammer666",320
"Jeff Holiday","Tara McCarthy",6
"Jeff Holiday","That Guy T",333
"Jeff Holiday","Tim Pool",494
"Jeff Holiday","Tommy Robinson",14
"Jeff Holiday","Tree of Logic",245
"Jeff Holiday","Vee",538
"Jeff Holiday","Wife With a Purpose",12
"JF Gariepy","Andrew Klavan",4
"JF Gariepy","Andy Warski",944
"JF Gariepy","Baked Alaska",69
"JF Gariepy","Ben Shapiro",82
"JF Gariepy","Black Pigeon Speaks",269
"JF Gariepy","Blaire White",21
"JF Gariepy","Blonde in the Belly of the Beast",196
"JF Gariepy","Bre Faucheux",234
"JF Gariepy","Brittany Pettibone",275
"JF Gariepy","Bunty King",99
"JF Gariepy","Candace Owens",7
"JF Gariepy","Caolan Robertson",7
"JF Gariepy","Chris Ray Gun",77
"JF Gariepy","Coach Red Pill",385
"JF Gariepy","Computing Forever",420
"JF Gariepy","Dave Rubin",405
"JF Gariepy","Dennis Prager",90
"JF Gariepy","Destiny",233
"JF Gariepy","Faith Goldy",44
"JF Gariepy","Gavin McInness",101
"JF Gariepy","James Allsup",215
"JF Gariepy","Jared Taylor",364
"JF Gariepy","Jeff Holiday",223
"JF Gariepy","Joe Rogan",103
"JF Gariepy","Jordan Peterson",192
"JF Gariepy","Kraut and Tea",191
"JF Gariepy","Lauren Southern",138
"JF Gariepy","Mark Collett",310
"JF Gariepy","Michael Knowles",4
"JF Gariepy","Mike Cernovich",73
"JF Gariepy","Millennial Woes",647
"JF Gariepy","Milo Yiannopoulos",458
"JF Gariepy","Mister Metokur",201
"JF Gariepy","Mouthy Buddha",173
"JF Gariepy","Mundane Matt",281
"JF Gariepy","Nicholas Fuentes",409
"JF Gariepy","No Bullshit",163
"JF Gariepy","Owen Benjamin",201
"JF Gariepy","Paul Joseph Watson",170
"JF Gariepy","Roaming Millenial",142
"JF Gariepy","Sargon of Akkad",568
"JF Gariepy","Some Black Guy",170
"JF Gariepy","Stefan Molyneaux",450
"JF Gariepy","Steven Crowder",165
"JF Gariepy","Styxhexenhammer666",561
"JF Gariepy","Tara McCarthy",64
"JF Gariepy","That Guy T",222
"JF Gariepy","Tim Pool",453
"JF Gariepy","Tommy Robinson",23
"JF Gariepy","Tree of Logic",221
"JF Gariepy","Vee",595
"JF Gariepy","Wife With a Purpose",69
"Joe Rogan","Andrew Klavan",1
"Joe Rogan","Andy Warski",155
"Joe Rogan","Baked Alaska",6
"Joe Rogan","Ben Shapiro",133
"Joe Rogan","Black Pigeon Speaks",95
"Joe Rogan","Blaire White",37
"Joe Rogan","Blonde in the Belly of the Beast",59
"Joe Rogan","Bre Faucheux",9
"Joe Rogan","Brittany Pettibone",57
"Joe Rogan","Bunty King",33
"Joe Rogan","Candace Owens",8
"Joe Rogan","Caolan Robertson",2
"Joe Rogan","Chris Ray Gun",53
"Joe Rogan","Coach Red Pill",60
"Joe Rogan","Computing Forever",135
"Joe Rogan","Dave Rubin",449
"Joe Rogan","Dennis Prager",108
"Joe Rogan","Destiny",57
"Joe Rogan","Faith Goldy",19
"Joe Rogan","Gavin McInness",122
"Joe Rogan","James Allsup",62
"Joe Rogan","Jared Taylor",62
"Joe Rogan","Jeff Holiday",61
"Joe Rogan","JF Gariepy",74
"Joe Rogan","Jordan Peterson",290
"Joe Rogan","Kraut and Tea",30
"Joe Rogan","Lauren Southern",63
"Joe Rogan","Mark Collett",24
"Joe Rogan","Mike Cernovich",41
"Joe Rogan","Millennial Woes",40
"Joe Rogan","Milo Yiannopoulos",314
"Joe Rogan","Mister Metokur",57
"Joe Rogan","Mouthy Buddha",61
"Joe Rogan","Mundane Matt",162
"Joe Rogan","Nicholas Fuentes",23
"Joe Rogan","No Bullshit",140
"Joe Rogan","Owen Benjamin",255
"Joe Rogan","Paul Joseph Watson",177
"Joe Rogan","Roaming Millenial",75
"Joe Rogan","Sargon of Akkad",283
"Joe Rogan","Some Black Guy",125
"Joe Rogan","Stefan Molyneaux",273
"Joe Rogan","Steven Crowder",370
"Joe Rogan","Styxhexenhammer666",183
"Joe Rogan","Tara McCarthy",5
"Joe Rogan","That Guy T",51
"Joe Rogan","Tim Pool",202
"Joe Rogan","Tommy Robinson",20
"Joe Rogan","Tree of Logic",44
"Joe Rogan","Vee",87
"Joe Rogan","Wife With a Purpose",3
"Jordan Peterson","Andrew Klavan",6
"Jordan Peterson","Andy Warski",270
"Jordan Peterson","Baked Alaska",9
"Jordan Peterson","Ben Shapiro",210
"Jordan Peterson","Black Pigeon Speaks",274
"Jordan Peterson","Blaire White",30
"Jordan Peterson","Blonde in the Belly of the Beast",160
"Jordan Peterson","Bre Faucheux",36
"Jordan Peterson","Brittany Pettibone",164
"Jordan Peterson","Bunty King",47
"Jordan Peterson","Candace Owens",10
"Jordan Peterson","Caolan Robertson",10
"Jordan Peterson","Chris Ray Gun",88
"Jordan Peterson","Coach Red Pill",129
"Jordan Peterson","Computing Forever",399
"Jordan Peterson","Dave Rubin",907
"Jordan Peterson","Dennis Prager",266
"Jordan Peterson","Destiny",61
"Jordan Peterson","Faith Goldy",46
"Jordan Peterson","Gavin McInness",152
"Jordan Peterson","James Allsup",71
"Jordan Peterson","Jared Taylor",124
"Jordan Peterson","Jeff Holiday",126
"Jordan Peterson","JF Gariepy",135
"Jordan Peterson","Joe Rogan",313
"Jordan Peterson","Kraut and Tea",79
"Jordan Peterson","Lauren Southern",160
"Jordan Peterson","Mark Collett",66
"Jordan Peterson","Michael Knowles",3
"Jordan Peterson","Mike Cernovich",67
"Jordan Peterson","Millennial Woes",165
"Jordan Peterson","Milo Yiannopoulos",568
"Jordan Peterson","Mister Metokur",63
"Jordan Peterson","Mouthy Buddha",164
"Jordan Peterson","Mundane Matt",222
"Jordan Peterson","Nicholas Fuentes",44
"Jordan Peterson","No Bullshit",149
"Jordan Peterson","Owen Benjamin",341
"Jordan Peterson","Paul Joseph Watson",222
"Jordan Peterson","Roaming Millenial",203
"Jordan Peterson","Sargon of Akkad",596
"Jordan Peterson","Some Black Guy",188
"Jordan Peterson","Stefan Molyneaux",627
"Jordan Peterson","Steven Crowder",379
"Jordan Peterson","Styxhexenhammer666",325
"Jordan Peterson","Tara McCarthy",10
"Jordan Peterson","That Guy T",116
"Jordan Peterson","Tim Pool",488
"Jordan Peterson","Tommy Robinson",55
"Jordan Peterson","Tree of Logic",117
"Jordan Peterson","Vee",266
"Jordan Peterson","Wife With a Purpose",12
"Kraut and Tea","Andrew Klavan",2
"Kraut and Tea","Andy Warski",237
"Kraut and Tea","Baked Alaska",10
"Kraut and Tea","Ben Shapiro",28
"Kraut and Tea","Black Pigeon Speaks",162
"Kraut and Tea","Blaire White",23
"Kraut and Tea","Blonde in the Belly of the Beast",54
"Kraut and Tea","Bre Faucheux",21
"Kraut and Tea","Brittany Pettibone",62
"Kraut and Tea","Bunty King",51
"Kraut and Tea","Candace Owens",3
"Kraut and Tea","Caolan Robertson",3
"Kraut and Tea","Chris Ray Gun",106
"Kraut and Tea","Coach Red Pill",94
"Kraut and Tea","Computing Forever",263
"Kraut and Tea","Dave Rubin",162
"Kraut and Tea","Dennis Prager",77
"Kraut and Tea","Destiny",52
"Kraut and Tea","Faith Goldy",7
"Kraut and Tea","Gavin McInness",27
"Kraut and Tea","James Allsup",75
"Kraut and Tea","Jared Taylor",54
"Kraut and Tea","Jeff Holiday",142
"Kraut and Tea","JF Gariepy",96
"Kraut and Tea","Joe Rogan",29
"Kraut and Tea","Jordan Peterson",72
"Kraut and Tea","Lauren Southern",59
"Kraut and Tea","Mark Collett",61
"Kraut and Tea","Michael Knowles",1
"Kraut and Tea","Mike Cernovich",21
"Kraut and Tea","Millennial Woes",108
"Kraut and Tea","Milo Yiannopoulos",176
"Kraut and Tea","Mister Metokur",124
"Kraut and Tea","Mouthy Buddha",78
"Kraut and Tea","Mundane Matt",183
"Kraut and Tea","Nicholas Fuentes",30
"Kraut and Tea","No Bullshit",110
"Kraut and Tea","Owen Benjamin",38
"Kraut and Tea","Paul Joseph Watson",117
"Kraut and Tea","Roaming Millenial",90
"Kraut and Tea","Sargon of Akkad",407
"Kraut and Tea","Some Black Guy",112
"Kraut and Tea","Stefan Molyneaux",147
"Kraut and Tea","Steven Crowder",93
"Kraut and Tea","Styxhexenhammer666",169
"Kraut and Tea","Tara McCarthy",5
"Kraut and Tea","That Guy T",101
"Kraut and Tea","Tim Pool",201
"Kraut and Tea","Tommy Robinson",17
"Kraut and Tea","Tree of Logic",71
"Kraut and Tea","Vee",233
"Kraut and Tea","Wife With a Purpose",8
"Lauren Southern","Andrew Klavan",5
"Lauren Southern","Andy Warski",246
"Lauren Southern","Baked Alaska",15
"Lauren Southern","Ben Shapiro",107
"Lauren Southern","Black Pigeon Speaks",370
"Lauren Southern","Blaire White",85
"Lauren Southern","Blonde in the Belly of the Beast",264
"Lauren Southern","Bre Faucheux",66
"Lauren Southern","Brittany Pettibone",385
"Lauren Southern","Bunty King",25
"Lauren Southern","Candace Owens",25
"Lauren Southern","Caolan Robertson",39
"Lauren Southern","Chris Ray Gun",76
"Lauren Southern","Coach Red Pill",110
"Lauren Southern","Computing Forever",325
"Lauren Southern","Dave Rubin",373
"Lauren Southern","Dennis Prager",262
"Lauren Southern","Destiny",42
"Lauren Southern","Faith Goldy",107
"Lauren Southern","Gavin McInness",197
"Lauren Southern","James Allsup",206
